Wall time,Step,Value
1669212248.8356514,1,24.186046600341797
1669212249.209328,2,35.348838806152344
1669212253.379734,3,38.13953399658203
1669212253.7503731,4,52.093021392822266
1669212257.9325366,5,56.27906799316406
1669212258.3042018,6,71.16278839111328
1669212262.4969316,7,73.48837280273438
1669212262.8569334,8,86.51162719726562
1669212267.057339,9,86.97674560546875
1669212267.4218438,10,93.02325439453125
1669212271.632899,11,93.02325439453125
1669212272.0155442,12,97.20930480957031
1669212276.2284398,13,97.20930480957031
1669212276.5849922,14,97.6744155883789
1669212280.800024,15,97.6744155883789
1669212281.1710765,16,100.0
1669212285.3777204,17,100.0
1669212285.7484188,18,98.13953399658203
1669212289.9570854,19,99.53488159179688
1669212290.3125556,20,98.60465240478516
1669212294.5462387,21,99.06977081298828
1669212294.9234142,22,99.53488159179688
1669212299.3596094,23,100.0
1669212299.7608187,24,100.0
1669212304.404082,25,100.0
1669212304.795797,26,100.0
1669212309.0857174,27,100.0
1669212309.4891589,28,100.0
1669212313.792253,29,99.53488159179688
1669212314.1799052,30,100.0
1669212318.4900124,31,99.53488159179688
1669212318.876331,32,100.0
1669212323.2130349,33,100.0
1669212323.6011798,34,100.0
1669212327.9387648,35,100.0
1669212328.3251774,36,100.0
1669212332.6569204,37,100.0
1669212333.0440917,38,100.0
1669212337.3702443,39,100.0
1669212337.7649572,40,100.0
1669212342.096592,41,100.0
1669212342.4888835,42,100.0
1669212346.8989127,43,100.0
1669212347.2877874,44,100.0
1669212351.6214054,45,100.0
1669212352.0064576,46,100.0
1669212356.3332536,47,100.0
1669212356.7185369,48,100.0
1669212361.046954,49,100.0
1669212361.4329145,50,100.0
1669212365.7585647,51,100.0
1669212366.1453383,52,100.0
1669212370.4716027,53,100.0
1669212370.8738089,54,100.0
1669212375.2062814,55,100.0
1669212375.594599,56,100.0
1669212379.9330735,57,100.0
1669212380.324022,58,99.53488159179688
1669212384.6617815,59,100.0
1669212385.0559897,60,100.0
1669212389.3912282,61,100.0
