Wall time,Step,Value
1669209841.5253506,1,15.813953399658203
1669209845.7573206,2,21.395349502563477
1669209849.977841,3,38.604652404785156
1669209854.190617,4,47.906978607177734
1669209858.3943765,5,60.930233001708984
1669209862.6077645,6,70.69767761230469
1669209866.8243892,7,79.06977081298828
1669209871.0426133,8,86.51162719726562
1669209875.278836,9,93.48837280273438
1669209879.5133398,10,96.27906799316406
1669209883.7430432,11,97.20930480957031
1669209887.9601042,12,98.60465240478516
1669209892.191003,13,99.06977081298828
1669209896.4187388,14,99.53488159179688
1669209900.642198,15,100.0
1669209904.8800857,16,100.0
1669209909.1195734,17,100.0
1669209913.3551488,18,99.53488159179688
1669209917.5751264,19,99.53488159179688
1669209921.8110964,20,100.0
1669209926.0322847,21,100.0
1669209930.266175,22,100.0
1669209934.5012681,23,100.0
1669209938.736132,24,100.0
1669209942.9781873,25,100.0
1669209947.2180827,26,100.0
1669209951.4447336,27,100.0
1669209955.687791,28,100.0
1669209959.928282,29,100.0
1669209964.1673203,30,100.0
1669209968.397821,31,100.0
1669209972.6245372,32,100.0
1669209976.8565373,33,100.0
1669209981.0908117,34,100.0
1669209985.3346083,35,100.0
1669209989.571313,36,100.0
1669209993.80583,37,100.0
1669209998.0416088,38,100.0
1669210002.2710905,39,100.0
1669210006.5045173,40,100.0
1669210010.7321281,41,100.0
1669210014.963048,42,100.0
1669210019.296319,43,100.0
1669210023.5400712,44,100.0
1669210027.7720854,45,100.0
1669210032.0087636,46,100.0
1669210036.2523038,47,100.0
1669210040.4874651,48,100.0
1669210044.7234042,49,100.0
1669210048.9567478,50,100.0
1669210053.1891007,51,100.0
1669210057.420731,52,100.0
1669210061.6519666,53,100.0
1669210065.8849497,54,100.0
1669210070.1179867,55,100.0
1669210074.3500035,56,100.0
1669210078.5771945,57,100.0
1669210082.813025,58,100.0
1669210087.056964,59,100.0
1669210091.2972028,60,100.0
1669210095.544713,61,100.0
1669210099.7818046,62,100.0
1669210104.0290937,63,100.0
1669210108.2645228,64,100.0
1669210112.4992044,65,100.0
1669210116.7293112,66,100.0
1669210120.9612691,67,100.0
1669210125.1931067,68,100.0
1669210129.4223676,69,100.0
1669210133.6565707,70,100.0
1669210137.8956444,71,100.0
1669210142.125136,72,100.0
1669210146.3577244,73,100.0
1669210150.5930388,74,100.0
1669210154.8323915,75,100.0
1669210159.0751731,76,100.0
1669210163.315205,77,100.0
1669210167.549881,78,100.0
1669210171.7842717,79,100.0
1669210176.0219107,80,99.53488159179688
1669210180.2620664,81,98.60465240478516
1669210184.5098226,82,97.20930480957031
1669210188.748951,83,95.34883880615234
1669210192.9977548,84,99.53488159179688
1669210197.2332513,85,99.06977081298828
1669210201.4682043,86,100.0
1669210205.7037208,87,99.06977081298828
1669210209.94042,88,100.0
1669210214.1744165,89,100.0
1669210218.4105072,90,100.0
1669210222.6545904,91,100.0
1669210226.8990052,92,99.53488159179688
1669210231.153907,93,99.53488159179688
1669210235.3831031,94,100.0
1669210239.6328783,95,100.0
1669210243.8711288,96,99.53488159179688
1669210248.104691,97,100.0
1669210252.3408759,98,98.60465240478516
1669210256.5943434,99,100.0
1669210261.7480972,100,100.0
1669210266.9011729,101,100.0
1669210272.0493348,102,99.06977081298828
1669210277.197228,103,99.53488159179688
1669210282.3421934,104,99.53488159179688
1669210287.4939294,105,100.0
1669210292.640839,106,99.53488159179688
1669210297.801297,107,99.53488159179688
1669210302.9661047,108,99.53488159179688
1669210308.1247537,109,99.53488159179688
1669210313.282857,110,99.06977081298828
1669210318.4334216,111,100.0
1669210323.5860677,112,99.53488159179688
1669210328.7358656,113,99.53488159179688
1669210333.8836422,114,100.0
1669210339.036351,115,100.0
1669210344.181371,116,100.0
1669210349.3292596,117,100.0
1669210354.474013,118,100.0
1669210359.6261408,119,100.0
1669210364.7803493,120,100.0
1669210369.927586,121,100.0
1669210375.0849497,122,100.0
1669210380.2586377,123,100.0
1669210385.424387,124,100.0
1669210390.586581,125,100.0
1669210395.8163044,126,100.0
1669210400.9848773,127,100.0
1669210406.151311,128,100.0
1669210411.3199027,129,100.0
1669210416.4818509,130,99.06977081298828
1669210421.6416228,131,100.0
1669210426.8045912,132,100.0
1669210431.9681742,133,99.53488159179688
1669210437.1291018,134,99.53488159179688
1669210442.2919476,135,99.06977081298828
1669210447.4534,136,99.06977081298828
1669210452.6197212,137,100.0
1669210457.7831235,138,100.0
1669210462.958886,139,100.0
1669210468.134567,140,100.0
1669210473.3106399,141,100.0
1669210478.489383,142,100.0
1669210483.6611142,143,100.0
1669210488.8338091,144,100.0
1669210493.999536,145,100.0
1669210499.1661084,146,100.0
1669210504.3275409,147,99.53488159179688
1669210509.4903502,148,100.0
1669210514.6520712,149,100.0
1669210519.812727,150,100.0
1669210524.975688,151,100.0
1669210530.139937,152,100.0
1669210535.3030882,153,100.0
1669210540.4678826,154,100.0
1669210545.633661,155,100.0
1669210550.8006082,156,99.06977081298828
1669210555.9725573,157,99.06977081298828
1669210561.1491592,158,100.0
1669210566.3161101,159,99.53488159179688
1669210571.4878323,160,99.53488159179688
1669210576.6508863,161,100.0
1669210581.816408,162,100.0
1669210586.9793465,163,100.0
1669210592.1432745,164,100.0
1669210597.3088844,165,100.0
1669210602.4758022,166,100.0
1669210607.6442244,167,100.0
1669210612.8126512,168,100.0
1669210617.981817,169,100.0
1669210623.1527839,170,100.0
1669210628.3285084,171,100.0
1669210633.49543,172,100.0
1669210638.6691003,173,100.0
1669210643.8535135,174,100.0
1669210649.0239685,175,100.0
1669210654.192355,176,100.0
1669210659.360034,177,100.0
1669210664.5235608,178,100.0
1669210669.6842215,179,100.0
1669210674.8474936,180,100.0
1669210680.0113783,181,100.0
1669210685.171529,182,100.0
1669210690.3329763,183,100.0
1669210695.4941483,184,100.0
1669210700.6553662,185,100.0
1669210705.8194897,186,100.0
1669210710.9824626,187,100.0
1669210716.1494234,188,100.0
1669210721.3100903,189,100.0
1669210726.4756005,190,100.0
1669210731.6442,191,100.0
1669210736.8154294,192,100.0
1669210741.9834607,193,100.0
1669210747.1436374,194,100.0
1669210752.301204,195,100.0
1669210757.458673,196,100.0
1669210762.6187387,197,99.06977081298828
1669210767.7794263,198,99.06977081298828
1669210772.9416306,199,98.60465240478516
1669210778.102822,200,98.13953399658203
1669210783.2624543,201,98.13953399658203
1669210788.42303,202,99.53488159179688
1669210793.5818594,203,100.0
1669210798.739874,204,99.53488159179688
1669210803.9019945,205,100.0
1669210809.1284308,206,99.06977081298828
1669210814.2957108,207,98.60465240478516
1669210819.458238,208,100.0
1669210824.6324642,209,99.53488159179688
