Wall time,Step,Value
1669209841.5255597,1,2.2847533226013184
1669209845.7575622,2,2.214075803756714
1669209849.9780293,3,1.962350606918335
1669209854.1907413,4,1.6882402896881104
1669209858.3945365,5,1.4923025369644165
1669209862.6078858,6,1.322438359260559
1669209866.8245442,7,1.1565361022949219
1669209871.0427694,8,0.955744206905365
1669209875.2790964,9,0.7479071021080017
1669209879.5134642,10,0.547691285610199
1669209883.7432356,11,0.43584302067756653
1669209887.9602962,12,0.33004525303840637
1669209892.1911628,13,0.24723687767982483
1669209896.4188974,14,0.2044566571712494
1669209900.642319,15,0.14955949783325195
1669209904.8803372,16,0.11507164686918259
1669209909.1197593,17,0.08872319757938385
1669209913.3553083,18,0.11338625848293304
1669209917.5752847,19,0.09488408267498016
1669209921.811254,20,0.08408030867576599
1669209926.0324798,21,0.0579213947057724
1669209930.2663007,22,0.04798594489693642
1669209934.5014484,23,0.041364096105098724
1669209938.736304,24,0.03411809355020523
1669209942.9784484,25,0.03688577562570572
1669209947.218299,26,0.028770705685019493
1669209951.444898,27,0.024377921596169472
1669209955.6879408,28,0.02006211131811142
1669209959.9284203,29,0.020570462569594383
1669209964.1674821,30,0.018249668180942535
1669209968.397979,31,0.014912290498614311
1669209972.6247008,32,0.016641264781355858
1669209976.8566616,33,0.013414889574050903
1669209981.0909703,34,0.014154915697872639
1669209985.3348603,35,0.016440166160464287
1669209989.5714698,36,0.013298900797963142
1669209993.8060482,37,0.011277817189693451
1669209998.0417747,38,0.009556903503835201
1669210002.2712152,39,0.00944049283862114
1669210006.504677,40,0.007692946586757898
1669210010.7322965,41,0.008180147036910057
1669210014.9631715,42,0.006631398573517799
1669210019.2964818,43,0.007043421734124422
1669210023.5402412,44,0.00802579801529646
1669210027.7722182,45,0.008250431157648563
1669210032.0089207,46,0.007723616436123848
1669210036.2525914,47,0.006764241494238377
1669210040.487659,48,0.007356947287917137
1669210044.723591,49,0.005746826529502869
1669210048.956907,50,0.008122577331960201
1669210053.1892262,51,0.011367803439497948
1669210057.4208572,52,0.009922792203724384
1669210061.6521184,53,0.008412458002567291
1669210065.885074,54,0.008266223594546318
1669210070.118167,55,0.007039197254925966
1669210074.350185,56,0.0076060108840465546
